date,store_id,product_id,units_sold,promo_flag,stockout_flag,unit_price,revenue
2022-02-20,1,101,31,0,0,59.99,1859.69
2022-02-21,1,101,34,1,0,48.14358589372377,1636.88
2022-02-22,1,101,22,0,0,59.99,1319.78
2022-02-23,1,101,28,0,0,59.99,1679.72
2022-02-24,1,101,23,0,0,59.99,1379.77
2022-02-25,1,101,37,0,0,59.99,2219.63
2022-02-26,1,101,35,0,0,59.99,2099.65
2022-02-27,1,101,30,0,0,59.99,1799.7
2022-02-28,1,101,25,0,0,59.99,1499.75
2022-03-01,1,101,25,0,0,59.99,1499.75
2022-03-02,1,101,18,0,0,59.99,1079.82
2022-03-03,1,101,24,0,0,59.99,1439.76
2022-03-04,1,101,23,0,0,59.99,1379.77
2022-03-05,1,101,25,0,0,59.99,1499.75
2022-03-06,1,101,25,0,0,59.99,1499.75
2022-03-07,1,101,26,0,0,59.99,1559.74
2022-03-08,1,101,27,0,0,59.99,1619.73
2022-03-09,1,101,20,0,0,59.99,1199.8
2022-03-10,1,101,34,1,0,53.90318160353699,1832.71
2022-03-11,1,101,21,0,0,59.99,1259.79
2022-03-12,1,101,28,0,0,59.99,1679.72
2022-03-13,1,101,29,0,0,59.99,1739.71
2022-03-14,1,101,17,0,0,59.99,1019.83
2022-03-15,1,101,22,0,0,59.99,1319.78
2022-03-16,1,101,21,0,0,59.99,1259.79
2022-03-17,1,101,13,0,0,59.99,779.87
2022-03-18,1,101,21,0,0,59.99,1259.79
2022-03-19,1,101,36,0,0,59.99,2159.64
2022-03-20,1,101,36,0,0,59.99,2159.64
2022-03-21,1,101,22,0,0,59.99,1319.78
2022-03-22,1,101,18,0,0,59.99,1079.82
2022-03-23,1,101,17,0,0,59.99,1019.83
2022-03-24,1,101,23,0,0,59.99,1379.77
2022-03-25,1,101,23,0,0,59.99,1379.77
2022-03-26,1,101,29,1,0,46.523702829587144,1349.19
2022-03-27,1,101,20,0,0,59.99,1199.8
2022-03-28,1,101,14,0,0,59.99,839.86
2022-03-29,1,101,17,0,0,59.99,1019.83
2022-03-30,1,101,15,0,0,59.99,899.85
2022-03-31,1,101,20,0,0,59.99,1199.8
2022-04-01,1,101,21,0,0,59.99,1259.79
2022-04-02,1,101,15,0,0,59.99,899.85
2022-04-03,1,101,25,0,0,59.99,1499.75
2022-04-04,1,101,24,0,0,59.99,1439.76
2022-04-05,1,101,22,0,0,59.99,1319.78
2022-04-06,1,101,16,0,0,59.99,959.84
2022-04-07,1,101,23,0,0,59.99,1379.77
2022-04-08,1,101,25,0,0,59.99,1499.75
2022-04-09,1,101,27,0,0,59.99,1619.73
2022-04-10,1,101,19,0,0,59.99,1139.81
2022-04-11,1,101,13,0,0,59.99,779.87
2022-04-12,1,101,10,0,0,59.99,599.9
2022-04-13,1,101,25,0,0,59.99,1499.75
2022-04-14,1,101,12,0,0,59.99,719.88
2022-04-15,1,101,22,0,0,59.99,1319.78
2022-04-16,1,101,13,0,0,59.99,779.87
2022-04-17,1,101,12,0,0,59.99,719.88
2022-04-18,1,101,20,0,0,59.99,1199.8
2022-04-19,1,101,23,0,0,59.99,1379.77
2022-04-20,1,101,25,0,0,59.99,1499.75
2022-04-21,1,101,17,0,0,59.99,1019.83
2022-04-22,1,101,11,0,0,59.99,659.89
2022-04-23,1,101,14,0,0,59.99,839.86
2022-04-24,1,101,15,0,0,59.99,899.85
2022-04-25,1,101,17,0,0,59.99,1019.83
2022-04-26,1,101,18,0,0,59.99,1079.82
2022-04-27,1,101,17,0,0,59.99,1019.83
2022-04-28,1,101,23,0,0,59.99,1379.77
2022-04-29,1,101,27,0,0,59.99,1619.73
2022-04-30,1,101,13,0,0,59.99,779.87
2022-05-01,1,101,1,0,1,59.99,59.99
2022-05-02,1,101,20,0,0,59.99,1199.8
2022-05-03,1,101,11,0,0,59.99,659.89
2022-05-04,1,101,14,0,0,59.99,839.86
2022-05-05,1,101,13,0,0,59.99,779.87
2022-05-06,1,101,16,0,0,59.99,959.84
2022-05-07,1,101,22,0,0,59.99,1319.78
2022-05-08,1,101,21,0,0,59.99,1259.79
2022-05-09,1,101,18,0,0,59.99,1079.82
2022-05-10,1,101,15,0,0,59.99,899.85
2022-05-11,1,101,16,0,0,59.99,959.84
2022-05-12,1,101,11,0,0,59.99,659.89
2022-05-13,1,101,29,0,0,59.99,1739.71
2022-05-14,1,101,17,0,0,59.99,1019.83
2022-05-15,1,101,1,0,1,59.99,59.99
2022-05-16,1,101,30,1,0,51.690445820725365,1550.71
2022-05-17,1,101,10,0,0,59.99,599.9
2022-05-18,1,101,14,0,0,59.99,839.86
2022-05-19,1,101,21,0,0,59.99,1259.79
2022-05-20,1,101,15,0,0,59.99,899.85
2022-05-21,1,101,12,0,0,59.99,719.88
2022-05-22,1,101,19,0,0,59.99,1139.81
2022-05-23,1,101,9,0,0,59.99,539.91
2022-05-24,1,101,0,0,1,59.99,0.0
2022-05-25,1,101,14,0,0,59.99,839.86
2022-05-26,1,101,24,0,0,59.99,1439.76
2022-05-27,1,101,29,0,0,59.99,1739.71
2022-05-28,1,101,20,0,0,59.99,1199.8
2022-05-29,1,101,21,0,0,59.99,1259.79
2022-05-30,1,101,22,1,0,52.08803756749334,1145.94
2022-05-31,1,101,13,0,0,59.99,779.87
2022-06-01,1,101,18,0,0,59.99,1079.82
2022-06-02,1,101,13,0,0,59.99,779.87
2022-06-03,1,101,14,0,0,59.99,839.86
2022-06-04,1,101,20,0,0,59.99,1199.8
2022-06-05,1,101,11,0,0,59.99,659.89
2022-06-06,1,101,0,0,1,59.99,0.0
2022-06-07,1,101,17,0,0,59.99,1019.83
2022-06-08,1,101,1,0,1,59.99,59.99
2022-06-09,1,101,15,0,0,59.99,899.85
2022-06-10,1,101,27,0,0,59.99,1619.73
2022-06-11,1,101,22,0,0,59.99,1319.78
2022-06-12,1,101,10,0,0,59.99,599.9
2022-06-13,1,101,26,1,0,48.59239461053761,1263.4
2022-06-14,1,101,16,0,0,59.99,959.84
2022-06-15,1,101,13,0,0,59.99,779.87
2022-06-16,1,101,19,0,0,59.99,1139.81
2022-06-17,1,101,12,0,0,59.99,719.88
2022-06-18,1,101,22,0,0,59.99,1319.78
2022-06-19,1,101,20,0,0,59.99,1199.8
2022-06-20,1,101,15,0,0,59.99,899.85
2022-06-21,1,101,16,0,0,59.99,959.84
2022-06-22,1,101,25,0,0,59.99,1499.75
2022-06-23,1,101,15,0,0,59.99,899.85
2022-06-24,1,101,20,0,0,59.99,1199.8
2022-06-25,1,101,17,0,0,59.99,1019.83
2022-06-26,1,101,17,0,0,59.99,1019.83
2022-06-27,1,101,12,0,0,59.99,719.88
2022-06-28,1,101,17,0,0,59.99,1019.83
2022-06-29,1,101,21,0,0,59.99,1259.79
2022-06-30,1,101,21,0,0,59.99,1259.79
2022-07-01,1,101,9,0,0,59.99,539.91
2022-07-02,1,101,20,0,0,59.99,1199.8
2022-07-03,1,101,21,0,0,59.99,1259.79
2022-07-04,1,101,31,0,0,59.99,1859.69
2022-07-05,1,101,15,0,0,59.99,899.85
2022-07-06,1,101,19,0,0,59.99,1139.81
2022-07-07,1,101,15,0,0,59.99,899.85
2022-07-08,1,101,24,0,0,59.99,1439.76
2022-07-09,1,101,15,0,0,59.99,899.85
2022-07-10,1,101,28,0,0,59.99,1679.72
2022-07-11,1,101,23,0,0,59.99,1379.77
2022-07-12,1,101,18,0,0,59.99,1079.82
2022-07-13,1,101,15,0,0,59.99,899.85
2022-07-14,1,101,26,0,0,59.99,1559.74
2022-07-15,1,101,17,0,0,59.99,1019.83
2022-07-16,1,101,21,0,0,59.99,1259.79
2022-07-17,1,101,16,0,0,59.99,959.84
2022-07-18,1,101,33,0,0,59.99,1979.67
2022-07-19,1,101,11,0,0,59.99,659.89
2022-07-20,1,101,22,0,0,59.99,1319.78
2022-07-21,1,101,19,0,0,59.99,1139.81
2022-07-22,1,101,29,0,0,59.99,1739.71
2022-07-23,1,101,23,0,0,59.99,1379.77
2022-07-24,1,101,42,1,0,52.67026473692757,2212.15
2022-07-25,1,101,22,0,0,59.99,1319.78
2022-07-26,1,101,20,0,0,59.99,1199.8
2022-07-27,1,101,17,0,0,59.99,1019.83
2022-07-28,1,101,22,0,0,59.99,1319.78
2022-07-29,1,101,30,0,0,59.99,1799.7
2022-07-30,1,101,26,0,0,59.99,1559.74
2022-07-31,1,101,18,0,0,59.99,1079.82
2022-08-01,1,101,21,0,0,59.99,1259.79
2022-08-02,1,101,13,0,0,59.99,779.87
2022-08-03,1,101,18,0,0,59.99,1079.82
2022-08-04,1,101,18,0,0,59.99,1079.82
2022-08-05,1,101,32,0,0,59.99,1919.68
2022-08-06,1,101,28,0,0,59.99,1679.72
2022-08-07,1,101,23,0,0,59.99,1379.77
2022-08-08,1,101,24,0,0,59.99,1439.76
2022-08-09,1,101,21,0,0,59.99,1259.79
2022-08-10,1,101,25,0,0,59.99,1499.75
2022-08-11,1,101,24,0,0,59.99,1439.76
2022-08-12,1,101,25,0,0,59.99,1499.75
2022-08-13,1,101,27,0,0,59.99,1619.73
2022-08-14,1,101,27,0,0,59.99,1619.73
2022-08-15,1,101,47,1,0,49.48906718447701,2325.99
2022-08-16,1,101,22,0,0,59.99,1319.78
2022-08-17,1,101,28,0,0,59.99,1679.72
2022-08-18,1,101,26,0,0,59.99,1559.74
2022-08-19,1,101,30,0,0,59.99,1799.7
2022-08-20,1,101,22,0,0,59.99,1319.78
2022-08-21,1,101,29,0,0,59.99,1739.71
2022-08-22,1,101,30,0,0,59.99,1799.7
2022-08-23,1,101,27,0,0,59.99,1619.73
2022-08-24,1,101,22,0,0,59.99,1319.78
2022-08-25,1,101,23,0,0,59.99,1379.77
2022-08-26,1,101,32,0,0,59.99,1919.68
2022-08-27,1,101,50,1,0,47.14216021568485,2357.11
2022-08-28,1,101,32,0,0,59.99,1919.68
2022-08-29,1,101,33,0,0,59.99,1979.67
2022-08-30,1,101,26,0,0,59.99,1559.74
2022-08-31,1,101,26,0,0,59.99,1559.74
2022-09-01,1,101,25,0,0,59.99,1499.75
2022-09-02,1,101,22,0,0,59.99,1319.78
2022-09-03,1,101,30,0,0,59.99,1799.7
2022-09-04,1,101,22,0,0,59.99,1319.78
2022-09-05,1,101,31,0,0,59.99,1859.69
2022-09-06,1,101,14,0,0,59.99,839.86
2022-09-07,1,101,26,0,0,59.99,1559.74
2022-09-08,1,101,29,0,0,59.99,1739.71
2022-09-09,1,101,26,0,0,59.99,1559.74
2022-09-10,1,101,25,0,0,59.99,1499.75
2022-09-11,1,101,39,0,0,59.99,2339.61
2022-09-12,1,101,34,0,0,59.99,2039.66
2022-09-13,1,101,24,0,0,59.99,1439.76
2022-09-14,1,101,20,0,0,59.99,1199.8
2022-09-15,1,101,34,0,0,59.99,2039.66
2022-09-16,1,101,29,0,0,59.99,1739.71
2022-09-17,1,101,29,0,0,59.99,1739.71
2022-09-18,1,101,32,0,0,59.99,1919.68
2022-09-19,1,101,30,0,0,59.99,1799.7
2022-09-20,1,101,31,0,0,59.99,1859.69
2022-09-21,1,101,36,0,0,59.99,2159.64
2022-09-22,1,101,35,0,0,59.99,2099.65
2022-09-23,1,101,40,0,0,59.99,2399.6
2022-09-24,1,101,38,0,0,59.99,2279.62
2022-09-25,1,101,30,0,0,59.99,1799.7
2022-09-26,1,101,26,0,0,59.99,1559.74
2022-09-27,1,101,61,1,0,53.65632263691408,3273.04
2022-09-28,1,101,0,0,1,59.99,0.0
2022-09-29,1,101,27,0,0,59.99,1619.73
2022-09-30,1,101,44,0,0,59.99,2639.56
2022-10-01,1,101,33,0,0,59.99,1979.67
2022-10-02,1,101,40,0,0,59.99,2399.6
2022-10-03,1,101,35,0,0,59.99,2099.65
2022-10-04,1,101,35,0,0,59.99,2099.65
2022-10-05,1,101,0,0,1,59.99,0.0
2022-10-06,1,101,26,0,0,59.99,1559.74
2022-10-07,1,101,35,0,0,59.99,2099.65
2022-10-08,1,101,47,0,0,59.99,2819.53
2022-10-09,1,101,28,0,0,59.99,1679.72
2022-10-10,1,101,25,0,0,59.99,1499.75
2022-10-11,1,101,33,0,0,59.99,1979.67
2022-10-12,1,101,0,0,1,59.99,0.0
2022-10-13,1,101,32,0,0,59.99,1919.68
2022-10-14,1,101,34,0,0,59.99,2039.66
2022-10-15,1,101,39,0,0,59.99,2339.61
2022-10-16,1,101,36,0,0,59.99,2159.64
2022-10-17,1,101,34,0,0,59.99,2039.66
2022-10-18,1,101,39,0,0,59.99,2339.61
2022-10-19,1,101,34,0,0,59.99,2039.66
2022-10-20,1,101,33,0,0,59.99,1979.67
2022-10-21,1,101,39,0,0,59.99,2339.61
2022-10-22,1,101,44,0,0,59.99,2639.56
2022-10-23,1,101,43,0,0,59.99,2579.57
2022-10-24,1,101,28,0,0,59.99,1679.72
2022-10-25,1,101,38,0,0,59.99,2279.62
2022-10-26,1,101,29,0,0,59.99,1739.71
2022-10-27,1,101,28,0,0,59.99,1679.72
2022-10-28,1,101,34,0,0,59.99,2039.66
2022-10-29,1,101,34,0,0,59.99,2039.66
2022-10-30,1,101,31,0,0,59.99,1859.69
2022-10-31,1,101,40,0,0,59.99,2399.6
2022-11-01,1,101,41,0,0,59.99,2459.59
2022-11-02,1,101,28,0,0,59.99,1679.72
2022-11-03,1,101,27,0,0,59.99,1619.73
2022-11-04,1,101,36,0,0,59.99,2159.64
2022-11-05,1,101,36,0,0,59.99,2159.64
2022-11-06,1,101,35,0,0,59.99,2099.65
2022-11-07,1,101,30,0,0,59.99,1799.7
2022-11-08,1,101,29,0,0,59.99,1739.71
2022-11-09,1,101,37,0,0,59.99,2219.63
2022-11-10,1,101,32,0,0,59.99,1919.68
2022-11-11,1,101,32,0,0,59.99,1919.68
2022-11-12,1,101,36,0,0,59.99,2159.64
2022-11-13,1,101,41,0,0,59.99,2459.59
2022-11-14,1,101,24,0,0,59.99,1439.76
2022-11-15,1,101,38,0,0,59.99,2279.62
2022-11-16,1,101,30,0,0,59.99,1799.7
2022-11-17,1,101,41,0,0,59.99,2459.59
2022-11-18,1,101,40,0,0,59.99,2399.6
2022-11-19,1,101,27,0,0,59.99,1619.73
2022-11-20,1,101,36,0,0,59.99,2159.64
2022-11-21,1,101,32,0,0,59.99,1919.68
2022-11-22,1,101,37,0,0,59.99,2219.63
2022-11-23,1,101,44,0,0,59.99,2639.56
2022-11-24,1,101,36,0,0,59.99,2159.64
2022-11-25,1,101,47,0,0,59.99,2819.53
2022-11-26,1,101,56,0,0,59.99,3359.44
2022-11-27,1,101,43,0,0,59.99,2579.57
2022-11-28,1,101,44,0,0,59.99,2639.56
2022-11-29,1,101,95,0,0,59.99,5699.05
2022-11-30,1,101,29,0,0,59.99,1739.71
2022-12-01,1,101,39,0,0,59.99,2339.61
2022-12-02,1,101,33,0,0,59.99,1979.67
2022-12-03,1,101,47,0,0,59.99,2819.53
2022-12-04,1,101,29,0,0,59.99,1739.71
2022-12-05,1,101,29,0,0,59.99,1739.71
2022-12-06,1,101,30,0,0,59.99,1799.7
2022-12-07,1,101,24,0,0,59.99,1439.76
2022-12-08,1,101,32,0,0,59.99,1919.68
2022-12-09,1,101,38,0,0,59.99,2279.62
2022-12-10,1,101,34,0,0,59.99,2039.66
2022-12-11,1,101,50,0,0,59.99,2999.5
2022-12-12,1,101,24,0,0,59.99,1439.76
2022-12-13,1,101,33,0,0,59.99,1979.67
2022-12-14,1,101,36,0,0,59.99,2159.64
2022-12-15,1,101,44,0,0,59.99,2639.56
2022-12-16,1,101,42,0,0,59.99,2519.58
2022-12-17,1,101,45,0,0,59.99,2699.55
2022-12-18,1,101,43,0,0,59.99,2579.57
2022-12-19,1,101,44,0,0,59.99,2639.56
2022-12-20,1,101,33,0,0,59.99,1979.67
2022-12-21,1,101,47,0,0,59.99,2819.53
2022-12-22,1,101,30,0,0,59.99,1799.7
2022-12-23,1,101,33,0,0,59.99,1979.67
2022-12-24,1,101,86,0,0,59.99,5159.14
2022-12-25,1,101,13,0,0,59.99,779.87
2022-12-26,1,101,31,0,0,59.99,1859.69
2022-12-27,1,101,2,0,1,59.99,119.98
2022-12-28,1,101,35,0,0,59.99,2099.65
2022-12-29,1,101,43,0,0,59.99,2579.57
2022-12-30,1,101,39,0,0,59.99,2339.61
2022-12-31,1,101,39,0,0,59.99,2339.61
2023-01-01,1,101,14,0,0,59.99,839.86
2023-01-02,1,101,31,0,0,59.99,1859.69
2023-01-03,1,101,35,0,0,59.99,2099.65
2023-01-04,1,101,36,0,0,59.99,2159.64
2023-01-05,1,101,32,0,0,59.99,1919.68
2023-01-06,1,101,41,0,0,59.99,2459.59
2023-01-07,1,101,33,0,0,59.99,1979.67
2023-01-08,1,101,49,0,0,59.99,2939.51
2023-01-09,1,101,31,0,0,59.99,1859.69
2023-01-10,1,101,30,0,0,59.99,1799.7
2023-01-11,1,101,27,0,0,59.99,1619.73
2023-01-12,1,101,34,0,0,59.99,2039.66
2023-01-13,1,101,42,0,0,59.99,2519.58
2023-01-14,1,101,39,0,0,59.99,2339.61
2023-01-15,1,101,39,0,0,59.99,2339.61
2023-01-16,1,101,44,0,0,59.99,2639.56
2023-01-17,1,101,34,0,0,59.99,2039.66
2023-01-18,1,101,26,0,0,59.99,1559.74
2023-01-19,1,101,29,0,0,59.99,1739.71
2023-01-20,1,101,33,0,0,59.99,1979.67
2023-01-21,1,101,37,0,0,59.99,2219.63
2023-01-22,1,101,41,0,0,59.99,2459.59
2023-01-23,1,101,33,0,0,59.99,1979.67
2023-01-24,1,101,29,0,0,59.99,1739.71
2023-01-25,1,101,32,0,0,59.99,1919.68
2023-01-26,1,101,41,0,0,59.99,2459.59
2023-01-27,1,101,35,0,0,59.99,2099.65
2023-01-28,1,101,36,0,0,59.99,2159.64
2023-01-29,1,101,32,0,0,59.99,1919.68
2023-01-30,1,101,44,1,0,53.26788119352767,2343.79
2023-01-31,1,101,32,0,0,59.99,1919.68
2023-02-01,1,101,46,0,0,59.99,2759.54
2023-02-02,1,101,38,0,0,59.99,2279.62
2023-02-03,1,101,26,0,0,59.99,1559.74
2023-02-04,1,101,33,0,0,59.99,1979.67
2023-02-05,1,101,43,0,0,59.99,2579.57
2023-02-06,1,101,25,0,0,59.99,1499.75
2023-02-07,1,101,21,0,0,59.99,1259.79
2023-02-08,1,101,21,0,0,59.99,1259.79
2023-02-09,1,101,31,0,0,59.99,1859.69
2023-02-10,1,101,30,0,0,59.99,1799.7
2023-02-11,1,101,33,0,0,59.99,1979.67
2023-02-12,1,101,32,0,0,59.99,1919.68
2023-02-13,1,101,33,0,0,59.99,1979.67
2023-02-14,1,101,25,0,0,59.99,1499.75
2023-02-15,1,101,27,0,0,59.99,1619.73
2023-02-16,1,101,29,0,0,59.99,1739.71
2023-02-17,1,101,26,0,0,59.99,1559.74
2023-02-18,1,101,28,0,0,59.99,1679.72
2023-02-19,1,101,47,1,0,50.967119270099325,2395.45
2023-02-20,1,101,26,0,0,59.99,1559.74
2023-02-21,1,101,26,0,0,59.99,1559.74
2023-02-22,1,101,26,0,0,59.99,1559.74
2023-02-23,1,101,25,0,0,59.99,1499.75
2023-02-24,1,101,27,0,0,59.99,1619.73
2023-02-25,1,101,29,0,0,59.99,1739.71
2023-02-26,1,101,33,1,0,48.012377248141306,1584.41
2023-02-27,1,101,37,1,0,49.192201236274435,1820.11
2023-02-28,1,101,20,0,0,59.99,1199.8
2023-03-01,1,101,31,0,0,59.99,1859.69
2023-03-02,1,101,23,0,0,59.99,1379.77
2023-03-03,1,101,40,0,0,59.99,2399.6
2023-03-04,1,101,18,0,0,59.99,1079.82
2023-03-05,1,101,20,0,0,59.99,1199.8
2023-03-06,1,101,21,0,0,59.99,1259.79
2023-03-07,1,101,26,0,0,59.99,1559.74
2023-03-08,1,101,0,0,1,59.99,0.0
2023-03-09,1,101,23,0,0,59.99,1379.77
2023-03-10,1,101,26,0,0,59.99,1559.74
2023-03-11,1,101,39,0,0,59.99,2339.61
2023-03-12,1,101,27,0,0,59.99,1619.73
2023-03-13,1,101,14,0,0,59.99,839.86
2023-03-14,1,101,12,0,0,59.99,719.88
2023-03-15,1,101,22,0,0,59.99,1319.78
2023-03-16,1,101,14,0,0,59.99,839.86
2023-03-17,1,101,27,0,0,59.99,1619.73
2023-03-18,1,101,24,0,0,59.99,1439.76
2023-03-19,1,101,21,0,0,59.99,1259.79
2023-03-20,1,101,14,0,0,59.99,839.86
2023-03-21,1,101,18,0,0,59.99,1079.82
2023-03-22,1,101,14,0,0,59.99,839.86
2023-03-23,1,101,19,0,0,59.99,1139.81
2023-03-24,1,101,28,0,0,59.99,1679.72
2023-03-25,1,101,31,0,0,59.99,1859.69
2023-03-26,1,101,25,0,0,59.99,1499.75
2023-03-27,1,101,21,0,0,59.99,1259.79
2023-03-28,1,101,15,0,0,59.99,899.85
2023-03-29,1,101,17,0,0,59.99,1019.83
2023-03-30,1,101,29,0,0,59.99,1739.71
2023-03-31,1,101,25,0,0,59.99,1499.75
2023-04-01,1,101,20,0,0,59.99,1199.8
2023-04-02,1,101,16,0,0,59.99,959.84
2023-04-03,1,101,16,0,0,59.99,959.84
2023-04-04,1,101,17,0,0,59.99,1019.83
2023-04-05,1,101,22,0,0,59.99,1319.78
2023-04-06,1,101,19,0,0,59.99,1139.81
2023-04-07,1,101,23,0,0,59.99,1379.77
2023-04-08,1,101,25,0,0,59.99,1499.75
2023-04-09,1,101,16,0,0,59.99,959.84
2023-04-10,1,101,17,0,0,59.99,1019.83
2023-04-11,1,101,17,0,0,59.99,1019.83
2023-04-12,1,101,18,0,0,59.99,1079.82
2023-04-13,1,101,19,0,0,59.99,1139.81
2023-04-14,1,101,18,0,0,59.99,1079.82
2023-04-15,1,101,20,0,0,59.99,1199.8
2023-04-16,1,101,32,0,0,59.99,1919.68
2023-04-17,1,101,19,0,0,59.99,1139.81
2023-04-18,1,101,16,0,0,59.99,959.84
2023-04-19,1,101,17,0,0,59.99,1019.83
2023-04-20,1,101,13,0,0,59.99,779.87
2023-04-21,1,101,15,0,0,59.99,899.85
2023-04-22,1,101,18,0,0,59.99,1079.82
2023-04-23,1,101,29,0,0,59.99,1739.71
2023-04-24,1,101,16,0,0,59.99,959.84
2023-04-25,1,101,17,0,0,59.99,1019.83
2023-04-26,1,101,20,0,0,59.99,1199.8
2023-04-27,1,101,13,0,0,59.99,779.87
2023-04-28,1,101,19,0,0,59.99,1139.81
2023-04-29,1,101,24,0,0,59.99,1439.76
2023-04-30,1,101,39,1,0,47.04230454884427,1834.65
2023-05-01,1,101,18,0,0,59.99,1079.82
2023-05-02,1,101,10,0,0,59.99,599.9
2023-05-03,1,101,11,0,0,59.99,659.89
2023-05-04,1,101,22,0,0,59.99,1319.78
2023-05-05,1,101,16,0,0,59.99,959.84
2023-05-06,1,101,21,0,0,59.99,1259.79
2023-05-07,1,101,17,0,0,59.99,1019.83
2023-05-08,1,101,18,0,0,59.99,1079.82
2023-05-09,1,101,23,0,0,59.99,1379.77
2023-05-10,1,101,20,0,0,59.99,1199.8
2023-05-11,1,101,24,0,0,59.99,1439.76
2023-05-12,1,101,17,0,0,59.99,1019.83
2023-05-13,1,101,24,0,0,59.99,1439.76
2023-05-14,1,101,23,0,0,59.99,1379.77
2023-05-15,1,101,18,0,0,59.99,1079.82
2023-05-16,1,101,14,0,0,59.99,839.86
2023-05-17,1,101,22,0,0,59.99,1319.78
2023-05-18,1,101,17,0,0,59.99,1019.83
2023-05-19,1,101,23,0,0,59.99,1379.77
2023-05-20,1,101,18,0,0,59.99,1079.82
2023-05-21,1,101,20,0,0,59.99,1199.8
2023-05-22,1,101,16,0,0,59.99,959.84
2023-05-23,1,101,19,0,0,59.99,1139.81
2023-05-24,1,101,15,0,0,59.99,899.85
2023-05-25,1,101,16,0,0,59.99,959.84
2023-05-26,1,101,19,0,0,59.99,1139.81
2023-05-27,1,101,16,0,0,59.99,959.84
2023-05-28,1,101,19,0,0,59.99,1139.81
2023-05-29,1,101,17,0,0,59.99,1019.83
2023-05-30,1,101,23,0,0,59.99,1379.77
2023-05-31,1,101,16,0,0,59.99,959.84
2023-06-01,1,101,17,0,0,59.99,1019.83
2023-06-02,1,101,25,0,0,59.99,1499.75
2023-06-03,1,101,30,1,0,49.3800829147361,1481.4
2023-06-04,1,101,20,0,0,59.99,1199.8
2023-06-05,1,101,20,0,0,59.99,1199.8
2023-06-06,1,101,18,0,0,59.99,1079.82
2023-06-07,1,101,1,0,1,59.99,59.99
2023-06-08,1,101,19,0,0,59.99,1139.81
2023-06-09,1,101,27,0,0,59.99,1619.73
2023-06-10,1,101,13,0,0,59.99,779.87
2023-06-11,1,101,11,0,0,59.99,659.89
2023-06-12,1,101,10,0,0,59.99,599.9
2023-06-13,1,101,17,0,0,59.99,1019.83
2023-06-14,1,101,14,0,0,59.99,839.86
2023-06-15,1,101,12,0,0,59.99,719.88
2023-06-16,1,101,16,0,0,59.99,959.84
2023-06-17,1,101,13,0,0,59.99,779.87
2023-06-18,1,101,24,0,0,59.99,1439.76
2023-06-19,1,101,24,1,0,49.673322266920195,1192.16
2023-06-20,1,101,17,0,0,59.99,1019.83
